	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Yiannopoulos	Proper noun	tr	Greek surname	ell	Γιαννόπουλος
eng	Yiddish	Adjective	tr	of or pertaining to the Yiddish language	por	iídiche
eng	Yiddish	Adjective	tr	of or pertaining to the Yiddish language	rus	и́диш
eng	Yiddish	Adjective	tr	of or pertaining to the Yiddish language	sco	Yiddish
eng	Yiddish	Adjective	tr	of or pertaining to the Yiddish language	swe	jiddisch-
eng	Yiddish	Adjective	tr	of or pertaining to the Yiddish language	swe	jiddisk
eng	Yiddish	Adjective	tr	of or pertaining to the Yiddish language	ukr	ї́диш
eng	Yiddish	Adjective	tr	of or pertaining to the Yiddish language	yid	ייִדיש	sc=Hebr
eng	Yiddishism	Noun	tr	word or phrase	deu	Jiddismus	m
eng	Yiddishism	Noun	tr	word or phrase	ukr	їдиши́зм	m
eng	Yiddishism	Proper noun	tr	Yiddishist movement	deu	Jiddischismus	m
eng	Yiddishist	Adjective	tr	Yiddishist (adjective)	deu	jiddischistisch
eng	Yiddishist	Adjective	tr	Yiddishist (adjective)	yid	ייִדישיסטיש
eng	Yiddishistic	Adjective	tr	Yiddishistic	deu	jiddischistisch
eng	Yiddishistic	Adjective	tr	Yiddishistic	yid	ייִדישיסטיש
eng	Yiddishist	Noun	tr	Yiddishist (noun)	deu	Jiddistin	f
eng	Yiddishist	Noun	tr	Yiddishist (noun)	deu	Jiddist	m
eng	Yiddishist	Noun	tr	Yiddishist (noun)	pol	jidyszysta	m
eng	Yiddishist	Noun	tr	Yiddishist (noun)	pol	jidyszystka	f
eng	Yiddishist	Noun	tr	Yiddishist (noun)	yid	ייִדישיסט	m
eng	Yiddishist	Noun	tr	Yiddishist (noun)	yid	ייִדישיסטקע	f
eng	Yiddishkeit	Noun	tr		deu	Jüdischkeit	f
eng	Yiddishkeit	Noun	tr		heb	יִידִישְׁקַיְיט	m	tr=yidishkayt
eng	Yiddishkeit	Noun	tr		yid	ייִדישקייט	f
eng	Yiddishland	Proper noun	tr	area was Yiddish was spoken	fra	Yiddishland	m
eng	Yiddishland	Proper noun	tr	area was Yiddish was spoken	pol	Jidyszland
eng	Yiddishland	Proper noun	tr	area was Yiddish was spoken	yid	ייִדישלאַנד	n
eng	Yiddish	Proper noun	tr	language	afr	Jiddisj
eng	Yiddish	Proper noun	tr	language	ara	إِيدِيش	m
eng	Yiddish	Proper noun	tr	language	ara	يِدِيشِيَّة	f
eng	Yiddish	Proper noun	tr	language	arg	yídix	m
eng	Yiddish	Proper noun	tr	language	aze	idiş
eng	Yiddish	Proper noun	tr	language	aze	idiş dili
eng	Yiddish	Proper noun	tr	language	bel	і́дыш	m
eng	Yiddish	Proper noun	tr	language	bul	и́диш	m
eng	Yiddish	Proper noun	tr	language	cat	ídix	m
eng	Yiddish	Proper noun	tr	language	cat	jiddisch	m
eng	Yiddish	Proper noun	tr	language	ces	jidiš	m
eng	Yiddish	Proper noun	tr	language	cmn	意第緒語	sc=Hani
eng	Yiddish	Proper noun	tr	language	cmn	意第绪语	tr=yìdìxùyǔ	sc=Hani
eng	Yiddish	Proper noun	tr	language	cor	Yêdhowek
eng	Yiddish	Proper noun	tr	language	cym	Iddew-Almaeneg	m	f
eng	Yiddish	Proper noun	tr	language	cym	Iddeweg	m	f
eng	Yiddish	Proper noun	tr	language	dan	jiddisch	n
eng	Yiddish	Proper noun	tr	language	deu	Jiddisch	n
eng	Yiddish	Proper noun	tr	language	deu	Jidisch	n
eng	Yiddish	Proper noun	tr	language	deu	Judendeutsch	n
eng	Yiddish	Proper noun	tr	language	deu	Judenteutsch	n
eng	Yiddish	Proper noun	tr	language	deu	Jüdischdeutsch	n
eng	Yiddish	Proper noun	tr	language	deu	Jüdisch-Deutsch	n
eng	Yiddish	Proper noun	tr	language	ell	γίντις	n-p
eng	Yiddish	Proper noun	tr	language	epo	jida
eng	Yiddish	Proper noun	tr	language	epo	jida lingvo
eng	Yiddish	Proper noun	tr	language	epo	Jidiŝo
eng	Yiddish	Proper noun	tr	language	epo	Jido
eng	Yiddish	Proper noun	tr	language	est	jidiši
eng	Yiddish	Proper noun	tr	language	fao	jiddiskt	n
eng	Yiddish	Proper noun	tr	language	fas	ییدیش	tr=yidiš
eng	Yiddish	Proper noun	tr	language	fin	jiddiš
eng	Yiddish	Proper noun	tr	language	fin	juutalaissaksa
eng	Yiddish	Proper noun	tr	language	fra	yiddish	m
eng	Yiddish	Proper noun	tr	language	gle	Giúdais	f
eng	Yiddish	Proper noun	tr	language	hbs	jidiš	m
eng	Yiddish	Proper noun	tr	language	hbs	јидиш	m	sc=Cyrl
eng	Yiddish	Proper noun	tr	language	heb	אידיש	tr=idish
eng	Yiddish	Proper noun	tr	language	heb	יִידִישׁ	tr=yidish
eng	Yiddish	Proper noun	tr	language	hin	यहूदी
eng	Yiddish	Proper noun	tr	language	hin	यिडिश
eng	Yiddish	Proper noun	tr	language	hun	jiddis
eng	Yiddish	Proper noun	tr	language	hye	իդիշ
eng	Yiddish	Proper noun	tr	language	ind	bahasa Yiddi
eng	Yiddish	Proper noun	tr	language	ita	yiddish	m
eng	Yiddish	Proper noun	tr	language	jpn	イディッシュ語	tr=Idisshu-go
eng	Yiddish	Proper noun	tr	language	kat	იდიში	sc=Geor
eng	Yiddish	Proper noun	tr	language	kor	^이디시어
eng	Yiddish	Proper noun	tr	language	lad	idish
eng	Yiddish	Proper noun	tr	language	lav	jidišs	m
eng	Yiddish	Proper noun	tr	language	lit	jidiš
eng	Yiddish	Proper noun	tr	language	mkd	ји́диш	m	sc=Cyrl
eng	Yiddish	Proper noun	tr	language	msa	bahasa Yiddish
eng	Yiddish	Proper noun	tr	language	nld	Jiddisch	n
eng	Yiddish	Proper noun	tr	language	nld	Jiddisj	n
eng	Yiddish	Proper noun	tr	language	nno	jiddisch	m
eng	Yiddish	Proper noun	tr	language	nno	jiddisk	m
eng	Yiddish	Proper noun	tr	language	nob	jiddisch	m
eng	Yiddish	Proper noun	tr	language	nob	jiddisk	m
eng	Yiddish	Proper noun	tr	language	pol	jidysz
eng	Yiddish	Proper noun	tr	language	por	ídiche	m
eng	Yiddish	Proper noun	tr	language	por	iídiche	m
eng	Yiddish	Proper noun	tr	language	ron	idiș	n
eng	Yiddish	Proper noun	tr	language	rus	и́диш	m
eng	Yiddish	Proper noun	tr	language	slk	jidiš	m
eng	Yiddish	Proper noun	tr	language	slv	jidiš	m
eng	Yiddish	Proper noun	tr	language	spa	yidis	m
eng	Yiddish	Proper noun	tr	language	sqi	jidisht
eng	Yiddish	Proper noun	tr	language	swe	jiddisch	c
eng	Yiddish	Proper noun	tr	language	tha	ภาษายิดดิช	tr=paasăa yítdìt
eng	Yiddish	Proper noun	tr	language	tur	Yidiş
eng	Yiddish	Proper noun	tr	language	ukr	і́диш	m
eng	Yiddish	Proper noun	tr	language	ukr	ї́диш	m
eng	Yiddish	Proper noun	tr	language	vie	tiếng Yiddish
eng	Yiddish	Proper noun	tr	language	yid	זשאַרגאָן	m	sc=Hebr
eng	Yiddish	Proper noun	tr	language	yid	טײַטש	n	sc=Hebr
eng	Yiddish	Proper noun	tr	language	yid	ייִדיש	n
eng	Yiddish	Proper noun	tr	language	yid	ייִדיש־טײַטש	n	sc=Hebr
eng	Yiddish	Proper noun	tr	language	yid	מאַמע־לשון	n	tr=mame-loshn	sc=Hebr
eng	Yidu	Proper noun	tr	county-level city in central China	cmn	宜都	tr=Yídū	sc=Hani
eng	Yijun	Proper noun	tr	county	cmn	宜君	sc=Hani
eng	Yilan	Proper noun	tr	county	cmn	依兰	tr=Yīlán	sc=Hani
eng	Yilan	Proper noun	tr	county	cmn	依蘭	sc=Hani
eng	Yilan	Proper noun	tr	county in Taiwan; city in Taiwan	cmn	宜兰	tr=Yílán	sc=Hani
eng	Yilan	Proper noun	tr	county in Taiwan; city in Taiwan	cmn	宜蘭	sc=Hani
eng	Yilan	Proper noun	tr	county in Taiwan; city in Taiwan	jpn	宜蘭	tr=ぎらん, Giran
eng	Yilan	Proper noun	tr	county in Taiwan; city in Taiwan	nan	宜兰	tr=Gî-lân	sc=Hani
eng	Yilan	Proper noun	tr	county in Taiwan; city in Taiwan	nan	宜蘭	sc=Hani
eng	Yilan	Proper noun	tr	county in Taiwan; city in Taiwan	yue	宜兰	tr=ji4 laan4
eng	Yilan	Proper noun	tr	county in Taiwan; city in Taiwan	yue	宜蘭
eng	Yiling	Proper noun	tr	a district in central China	cmn	夷陵	tr=Yílíng	sc=Hani
eng	Yilkiqi	Proper noun	tr	township	cmn	依力克其	tr=Yīlìkèqí	sc=Hani
eng	Yilkiqi	Proper noun	tr	township	uig	يىلقىچى	sc=ug-Arab
eng	Yima	Proper noun	tr	county-level city	cmn	义马	tr=Yìmǎ	sc=Hani
eng	Yima	Proper noun	tr	county-level city	cmn	義馬	sc=Hani
eng	Yinchuan	Proper noun	tr	a city of China	ara	إينتشوان	m	tr=ʾinchwān
eng	Yinchuan	Proper noun	tr	a city of China	ara	ينتشوان	m	tr=yinchwān
eng	Yinchuan	Proper noun	tr	a city of China	cmn	銀川
eng	Yinchuan	Proper noun	tr	a city of China	cmn	银川	tr=Yínchuān
eng	Yinchuan	Proper noun	tr	a city of China	hun	Jincsuan
eng	Yinchuan	Proper noun	tr	a city of China	jpn	銀川	tr=ぎんせん, Ginsen
eng	Yinchuan	Proper noun	tr	a city of China	kor	인촨
eng	Yinchuan	Proper noun	tr	a city of China	mkd	Ји́нчуан	m
eng	Yinchuan	Proper noun	tr	a city of China	rus	Иньчуа́нь	m
eng	Yinchuan	Proper noun	tr	a city of China	vie	Ngân Xuyên
eng	Yinchuan	Proper noun	tr	a city of China	yue	銀川
eng	Yinchuan	Proper noun	tr	a city of China	yue	银川	tr=ngan4 cyun1
eng	Yinchuan	Proper noun	tr	a city of China	zha	Yinzconh
eng	Yindu	Proper noun	tr	district	cmn	殷都	sc=Hani
eng	Yingcheng	Proper noun	tr	county-level city in central China	cmn	應城	tr=Yìngchéng
eng	Yingcheng	Proper noun	tr	town in central China	cmn	郢城	tr=Yǐngchéng
eng	Yingde	Proper noun	tr	city	cmn	英德	tr=Yīngdé
eng	Yingkou	Proper noun	tr	prefecture-level city of Liaoning, China	cmn	營口
eng	Yingkou	Proper noun	tr	prefecture-level city of Liaoning, China	cmn	营口	tr=Yíngkǒu
eng	Yingkou	Proper noun	tr	prefecture-level city of Liaoning, China	yue	營口
eng	Yingkou	Proper noun	tr	prefecture-level city of Liaoning, China	yue	营口	tr=jing4 hau2
eng	Ying	Proper noun	tr	county; surname	cmn	应	sc=Hani
eng	Ying	Proper noun	tr	county; surname	cmn	應	sc=Hani
eng	Yingshan	Proper noun	tr	county in central China	cmn	英山	tr=Yīngshān	sc=Hani
eng	Yingze	Proper noun	tr	district	cmn	迎泽	sc=Hani
eng	Yingze	Proper noun	tr	district	cmn	迎澤	sc=Hani
eng	Yining	Proper noun	tr	city and county in Xinjiang	ces	Kuldža
eng	Yining	Proper noun	tr	city and county in Xinjiang	cmn	伊宁	tr=Yīníng
eng	Yining	Proper noun	tr	city and county in Xinjiang	cmn	伊寧
eng	Yining	Proper noun	tr	city and county in Xinjiang	kaz	Құлжа
eng	Yining	Proper noun	tr	city and county in Xinjiang	mnc	ᡤᡡᠯᠵᠠ
eng	Yining	Proper noun	tr	city and county in Xinjiang	uig	غۇلجا
eng	Yining	Proper noun	tr	city and county in Xinjiang	yue	伊宁	tr=ji1 ning4
eng	Yining	Proper noun	tr	city and county in Xinjiang	yue	伊寧
eng	Yi	Noun	tr	ethnic group	cmn	彝族	tr=Yízú	sc=Hani
eng	Yi	Noun	tr	ethnic group	iii	ꆈꌠ	tr=nuo su
eng	Yi	Noun	tr	ethnic group	rus	и	m
eng	Yintai	Proper noun	tr	district	cmn	印台	sc=Hani
eng	Yi	Proper noun	tr	any of a family of languages	cmn	彝語
eng	Yi	Proper noun	tr	any of a family of languages	cmn	彝语	tr=Yíyǔ
eng	Yi	Proper noun	tr	Korean surname	cmn	李	tr=Lǐ
eng	Yi	Proper noun	tr	Korean surname	jpn	イ	tr=I
eng	Yi	Proper noun	tr	Korean surname	jpn	リ	tr=Ri
eng	Yi	Proper noun	tr	Korean surname	kor	^이
eng	Yi	Proper noun	tr	Korean surname	kor	^리
eng	Yi	Proper noun	tr	Korean surname	kor	李
eng	Yi	Proper noun	tr	Korean surname	rus	И
eng	Yi	Proper noun	tr	Korean surname	rus	Ли
eng	Yi	Proper noun	tr	Korean surname	rus	Ри
eng	Yiwu	Proper noun	tr	city in Zhejiang	cmn	义乌	tr=Yìwū
eng	Yiwu	Proper noun	tr	city in Zhejiang	cmn	義烏
eng	Yiwu	Proper noun	tr	city in Zhejiang	hun	Jivu
eng	Yiyang	Proper noun	tr	county	cmn	宜阳	tr=Yíyáng	sc=Hani
eng	Yiyang	Proper noun	tr	county	cmn	宜陽	sc=Hani
eng	Yiyuan	Proper noun	tr	subdistrict in central China	cmn	一元	tr=Yīyuán	sc=Hani
