	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Diana monkey	Noun	tr	''Cercopithecus diana''	fin	dianamarakatti
eng	Diet Coke	Noun	tr	bottle, glass or can of such a drink	cmn	（一瓶、一杯、一罐等）健怡可乐	tr=(yī píng, yī béi, yī guàn děng) jiànyí kělè	sc=Hani
eng	Diet Coke	Noun	tr	bottle, glass or can of such a drink	cmn	（一瓶、一杯、一罐等）健怡可樂	sc=Hani
eng	Diet Coke	Noun	tr	bottle, glass or can of such a drink	cmn	（一瓶、一杯、一罐等）无糖可乐	tr=(yī píng, yī béi, yī guàn děng) wútáng kělè	sc=Hani
eng	Diet Coke	Noun	tr	bottle, glass or can of such a drink	cmn	（一瓶、一杯、一罐等）無糖可樂	sc=Hani
eng	Diet Coke	Noun	tr	bottle, glass or can of such a drink	fin	dieettikokis
eng	Diet Coke	Noun	tr	cola-based soft drink containing no or low amounts of sugar	cmn	健怡可乐	tr=jiànyí kělè	sc=Hani
eng	Diet Coke	Noun	tr	cola-based soft drink containing no or low amounts of sugar	cmn	健怡可樂	sc=Hani
eng	Diet Coke	Noun	tr	cola-based soft drink containing no or low amounts of sugar	cmn	无糖可乐	tr=wútáng kělè	sc=Hani
eng	Diet Coke	Noun	tr	cola-based soft drink containing no or low amounts of sugar	cmn	無糖可樂	sc=Hani
eng	Diet Coke	Noun	tr	cola-based soft drink containing no or low amounts of sugar	fin	dieettikokis
eng	Dietman	Noun	tr		jpn	議員	tr=giin
eng	Differdange	Proper noun	tr	city	deu	Differdingen
eng	Differdange	Proper noun	tr	city	fra	Differdange
eng	Differdange	Proper noun	tr	city	ltz	Déifferdeng
eng	Digibox	Noun	tr	set-top box for receiving digital signal	fin	digiboksi
eng	Digital Era	Proper noun	tr	the historical period characterized by the existence of digital technology	deu	digitales Zeitalter	n
eng	Digital Era	Proper noun	tr	the historical period characterized by the existence of digital technology	glg	era dixital	f
eng	Dihua	Proper noun	tr	former name of Ürümqi	cmn	迪化	tr=Díhuà
eng	Dihua	Proper noun	tr	former name of Ürümqi	yue	迪化	tr=dik6 faa3
eng	Dijon mustard	Noun	tr	kind of mustard	cmn	法式黃芥末醬
eng	Dijon mustard	Noun	tr	kind of mustard	cmn	法式黄芥末酱	tr=fàshì huáng jièmòjiàng
eng	Dijon mustard	Noun	tr	kind of mustard	fin	Dijon-sinappi
eng	Dijon	Proper noun	tr	city in Burgundy	cmn	第戎	tr=Dìróng	sc=Hani
eng	Dijon	Proper noun	tr	city in Burgundy	cos	Digione
eng	Dijon	Proper noun	tr	city in Burgundy	deu	Dijon
eng	Dijon	Proper noun	tr	city in Burgundy	ell	Ντιζόν	f
eng	Dijon	Proper noun	tr	city in Burgundy	epo	Diĵono
eng	Dijon	Proper noun	tr	city in Burgundy	fin	Dijon
eng	Dijon	Proper noun	tr	city in Burgundy	fra	Dijon
eng	Dijon	Proper noun	tr	city in Burgundy	hun	Dijon
eng	Dijon	Proper noun	tr	city in Burgundy	ita	Digione
eng	Dijon	Proper noun	tr	city in Burgundy	jpn	ディジョン	tr=Dijon	sc=Jpan
eng	Dijon	Proper noun	tr	city in Burgundy	lat	Diviō	f
eng	Dijon	Proper noun	tr	city in Burgundy	nld	Dijon
eng	Dijon	Proper noun	tr	city in Burgundy	por	Dijon
eng	Dijon	Proper noun	tr	city in Burgundy	rus	Дижо́н	m
eng	Dijon	Proper noun	tr	city in Burgundy	spa	Dijon
eng	Dijon	Proper noun	tr	city in Burgundy	tha	ดีฌง	tr=deechong
eng	Diksmuide	Proper noun	tr	a Belgian city and municipality in West Flanders	nld	Diksmuide
eng	Dilijan	Proper noun	tr	town in Armenia	aze	Dilican
eng	Dilijan	Proper noun	tr	town in Armenia	hye	Դիլիջան	sc=Armn
eng	Dilijan	Proper noun	tr	town in Armenia	kat	დილიჯანი
eng	Dilijan	Proper noun	tr	town in Armenia	rus	Дилижа́н
eng	Dili	Proper noun	tr	capital	ara	دِيلِي	f
eng	Dili	Proper noun	tr	capital	ben	দিলি
eng	Dili	Proper noun	tr	capital	cmn	帝力	tr=Dìlì
eng	Dili	Proper noun	tr	capital	dan	Dili
eng	Dili	Proper noun	tr	capital	ell	Ντίλι
eng	Dili	Proper noun	tr	capital	epo	Dilo
eng	Dili	Proper noun	tr	capital	fas	دیلی	tr=dili
eng	Dili	Proper noun	tr	capital	heb	דילי	f	tr=dili
eng	Dili	Proper noun	tr	capital	hin	दिली
eng	Dili	Proper noun	tr	capital	jpn	ディリ	tr=Diri
eng	Dili	Proper noun	tr	capital	kat	დილი
eng	Dili	Proper noun	tr	capital	khm	ឌីលី
eng	Dili	Proper noun	tr	capital	kor	^딜리
eng	Dili	Proper noun	tr	capital	pih	Dili
eng	Dili	Proper noun	tr	capital	por	Díli
eng	Dili	Proper noun	tr	capital	rus	Ди́ли	m
eng	Dili	Proper noun	tr	capital	spa	Dili
eng	Dili	Proper noun	tr	capital	tha	ดิลี
eng	Dili	Proper noun	tr	capital	vie	Đi-li
eng	Dilmun	Proper noun	tr	ancient civilisation on the Persian Gulf, centred on Bahrain	hin	दिलमुन	m
eng	Dimitrovgrad	Proper noun	tr	town	bul	Димитровград
eng	Dinajpur District	Proper noun	tr	Dinajpur District	ben	দিনাজপুর জেলা	sc=Beng
eng	Dina	Proper noun	tr	female given name	heb	דִּינָה	tr=dina
eng	Dingbian	Proper noun	tr	county	cmn	定边	tr=Dìngbiān	sc=Hani
eng	Dingbian	Proper noun	tr	county	cmn	定邊	sc=Hani
eng	Dingle	Proper noun	tr	town in County Kerry	gle	an Daingean
eng	Dingle	Proper noun	tr	town in County Kerry	gle	Daingean Uí Chúis
eng	Dingsidang	Proper noun	tr	town in central China	cmn	丁司垱	tr=Dīngsīdàng	sc=Hani
eng	Dingsidang	Proper noun	tr	town in central China	cmn	丁司壋	sc=Hani
eng	Dingxiang	Proper noun	tr	county	cmn	定襄	tr=Dìngxiāng	sc=Hani
eng	Dingxi	Proper noun	tr	prefecture-level city	cmn	定西	tr=Dìngxī	sc=Hani
eng	Dingyuan	Proper noun	tr	county in eastern China	cmn	定远	tr=Dìngyuǎn	sc=Hani
eng	Dingyuan	Proper noun	tr	county in eastern China	cmn	定遠	sc=Hani
eng	Dingzhou	Proper noun	tr	a county-level city in Baoding Prefecture, Hebei, China	cmn	定州	tr=Dìngzhōu
eng	Dingzhou	Proper noun	tr	a county-level city in Baoding Prefecture, Hebei, China	hun	Tingcsou
eng	Dinka	Proper noun	tr	A Nuer people in Africa	din	Muɔnyjiëëŋ
eng	Dinka	Proper noun	tr	A Nuer people in Africa	fin	dinka
eng	Diocletian	Proper noun	tr	Roman cognomen	cat	Dioclecià	m
eng	Diocletian	Proper noun	tr	Roman cognomen	deu	Diokletian
eng	Diocletian	Proper noun	tr	Roman cognomen	ell	Διοκλητιανός	m
eng	Diocletian	Proper noun	tr	Roman cognomen	fra	Dioclétien	m
eng	Diocletian	Proper noun	tr	Roman cognomen	glg	Diocleciano	m
eng	Diocletian	Proper noun	tr	Roman cognomen	grc	Διοκλῆς	m
eng	Diocletian	Proper noun	tr	Roman cognomen	grc	Διοκλητιανός
eng	Diocletian	Proper noun	tr	Roman cognomen	hun	Diocletianus
eng	Diocletian	Proper noun	tr	Roman cognomen	hye	Դիոկղետիանոս
eng	Diocletian	Proper noun	tr	Roman cognomen	ind	Diocletianus
eng	Diocletian	Proper noun	tr	Roman cognomen	ita	Diocleziano	m
eng	Diocletian	Proper noun	tr	Roman cognomen	kat	დიოკლეტიანე
eng	Diocletian	Proper noun	tr	Roman cognomen	lat	Dioclētiānus	m
eng	Diocletian	Proper noun	tr	Roman cognomen	msa	Diocletian
eng	Diocletian	Proper noun	tr	Roman cognomen	por	Diocleciano	m
eng	Diocletian	Proper noun	tr	Roman cognomen	ron	Dioclețian
eng	Diocletian	Proper noun	tr	Roman cognomen	rus	Диоклетиан	m
eng	Diocletian	Proper noun	tr	Roman cognomen	scn	Diuclezzianu	m
eng	Diocletian	Proper noun	tr	Roman cognomen	spa	Diocleciano	m
eng	Diocletian	Proper noun	tr	Roman cognomen	tur	Diocletianus
eng	Diogenes	Proper noun	tr	Ancient Greek name	akk	𒁲𒄀𒉌𒅀	tr=di-gi-ni-ia
eng	Diogenes	Proper noun	tr	Ancient Greek name	cmn	第欧根尼	tr=Dìōugēnní
eng	Diogenes	Proper noun	tr	Ancient Greek name	deu	Diogenes	m
eng	Diogenes	Proper noun	tr	Ancient Greek name	ell	Διογένης
eng	Diogenes	Proper noun	tr	Ancient Greek name	epo	Diogeno
eng	Diogenes	Proper noun	tr	Ancient Greek name	fra	Diogène	m
eng	Diogenes	Proper noun	tr	Ancient Greek name	grc	Διογένης	m
eng	Diogenes	Proper noun	tr	Ancient Greek name	hun	Diogenész
eng	Diogenes	Proper noun	tr	Ancient Greek name	hye	Դիոգենես
eng	Diogenes	Proper noun	tr	Ancient Greek name	ita	Diogene	m
eng	Diogenes	Proper noun	tr	Ancient Greek name	kor	^디오게네스
eng	Diogenes	Proper noun	tr	Ancient Greek name	lat	Diogenes	m
eng	Diogenes	Proper noun	tr	Ancient Greek name	pol	Diogenes	m
eng	Diogenes	Proper noun	tr	Ancient Greek name	rus	Диоге́н	m
eng	Diogenes	Proper noun	tr	Ancient Greek name	xcl	Դիոգինէս
eng	Diomedes	Proper noun	tr	Greek mythical hero	cop	ⲇⲓⲟⲙⲏⲧⲏⲥ
eng	Diomedes	Proper noun	tr	Greek mythical hero	deu	Diomedes
eng	Diomedes	Proper noun	tr	Greek mythical hero	ell	Διομήδης
eng	Diomedes	Proper noun	tr	Greek mythical hero	fra	Diomède
eng	Diomedes	Proper noun	tr	Greek mythical hero	grc	Διομήδης
eng	Diomedes	Proper noun	tr	Greek mythical hero	hye	Դիոմեդես
eng	Diomedes	Proper noun	tr	Greek mythical hero	ita	Diomede
eng	Diomedes	Proper noun	tr	Greek mythical hero	kor	^디오메데스
eng	Diomedes	Proper noun	tr	Greek mythical hero	lat	Diomēdēs
eng	Diomedes	Proper noun	tr	Greek mythical hero	rus	Диоме́д	m
eng	Diomedes	Proper noun	tr	Greek mythical hero	spa	Diomedes
eng	Dione	Proper noun	tr	moon of Saturn	deu	Dione	f
eng	Dione	Proper noun	tr	moon of Saturn	fra	Dioné
eng	Dione	Proper noun	tr	moon of Saturn	ita	Dione	m
eng	Dione	Proper noun	tr	moon of Saturn	rus	Дио́на	f
eng	Dione	Proper noun	tr	moon of Saturn	spa	Dione
eng	Dione	Proper noun	tr	mythology	grc	Διώνη	f
eng	Dione	Proper noun	tr	mythology	iku	ᑎᐆᓂ	sc=Cans
eng	Dione	Proper noun	tr	mythology	rus	Дио́на	f
eng	Dione	Proper noun	tr	name	rus	Дио́на	f
eng	Dionne	Proper noun	tr	surname	fra	Dionne
eng	Dionysian	Adjective	tr	of or pertaining to Dionysus	cat	dionisíac
eng	Dionysian	Adjective	tr	of or pertaining to Dionysus	ell	διονυσιακός	m	sc=Grek
eng	Dionysian	Adjective	tr	of or pertaining to Dionysus	fin	dionyysinen
eng	Dionysian	Adjective	tr	of or pertaining to Dionysus	glg	dionisíaco
eng	Dionysian	Adjective	tr	of or pertaining to Dionysus	oci	dionisiac
eng	Dionysian	Adjective	tr	of or pertaining to Dionysus	ron	dionisiac	m
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	cat	Dionís
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	cop	ⲇⲓⲱⲛⲏⲥⲓⲟⲥ
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	ell	Διονύσιος	sc=Grek
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	fra	Denis	m
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	frp	Denis
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	gle	Dinísias	m
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	grc	Διονύσιος	sc=polytonic
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	hye	Դիոնիսիոս	sc=Armn
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	ita	Dionisio
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	lat	Dionysius
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	oci	Danís	m
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	oci	Daunís	m
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	oci	Deunis	m
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	pol	Dionizy
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	por	Dionísio	m
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	rus	Диони́сий
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	spa	Dionisio
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	vie	Điônisiô
eng	Dionysius	Proper noun	tr	Ancient Greek male given name	wln	Dni
eng	Dionysus	Proper noun	tr	Greek god of wine	cat	Dionís	m
eng	Dionysus	Proper noun	tr	Greek god of wine	ces	Dionýsos	m
eng	Dionysus	Proper noun	tr	Greek god of wine	chr	ᏓᏲᏂᏌ
eng	Dionysus	Proper noun	tr	Greek god of wine	cop	ⲇⲓⲟⲛⲩⲥⲟⲥ	m
eng	Dionysus	Proper noun	tr	Greek god of wine	deu	Dionysos	m
eng	Dionysus	Proper noun	tr	Greek god of wine	epo	Dionizo
eng	Dionysus	Proper noun	tr	Greek god of wine	fin	Dionysos
eng	Dionysus	Proper noun	tr	Greek god of wine	fra	Dionysos	m
eng	Dionysus	Proper noun	tr	Greek god of wine	gle	Diníseas	m
eng	Dionysus	Proper noun	tr	Greek god of wine	glg	Dioniso
eng	Dionysus	Proper noun	tr	Greek god of wine	grc	Διόνῡσος	m
eng	Dionysus	Proper noun	tr	Greek god of wine	hye	Դիոնիսոս
eng	Dionysus	Proper noun	tr	Greek god of wine	ita	Dioniso
eng	Dionysus	Proper noun	tr	Greek god of wine	jpn	ディオニューソス	tr=Dionyūsos
eng	Dionysus	Proper noun	tr	Greek god of wine	kor	^디오니소스
eng	Dionysus	Proper noun	tr	Greek god of wine	por	Dionísio	m
eng	Dionysus	Proper noun	tr	Greek god of wine	por	Dioniso	m
eng	Dionysus	Proper noun	tr	Greek god of wine	rus	Диони́с	m
eng	Dionysus	Proper noun	tr	Greek god of wine	spa	Dioniso
eng	Dionysus	Proper noun	tr	Greek god of wine	swa	Dioniso
eng	Dionysus	Proper noun	tr	Greek god of wine	ukr	Діо́ніс	m
eng	Diophantine	Adjective	tr	pertaining to Diophantus	ita	diofanteo
eng	Diophantine	Adjective	tr	pertaining to Diophantus	ita	diofantino
eng	Diophantine	Adjective	tr	pertaining to Diophantus	rus	диофа́нтов
eng	Diophantine equation	Noun	tr	polynomial equation	cmn	丟番圖方程	sc=Hani
eng	Diophantine equation	Noun	tr	polynomial equation	cmn	丢番图方程	tr=Diūfāntú fāngchéng	sc=Hani
eng	Diophantine equation	Noun	tr	polynomial equation	fra	équation diophantienne	f
eng	Diophantine equation	Noun	tr	polynomial equation	hun	diophantoszi egyenlet
eng	Diophantine equation	Noun	tr	polynomial equation	ita	equazione diofantea
eng	Diophantine equation	Noun	tr	polynomial equation	ita	equazione diofantina
eng	Diophantine equation	Noun	tr	polynomial equation	jpn	ディオファントス方程式
eng	Diophantine equation	Noun	tr	polynomial equation	rus	диафа́нтово уравне́ние	n
eng	Diophantine equation	Noun	tr	polynomial equation	swe	diofantisk ekvation	c
eng	Diophantine equation	Noun	tr	polynomial equation	yue	丟番圖方程	sc=Hani
eng	Diophantine equation	Noun	tr	polynomial equation	yue	丢番图方程	tr=diu1 faan1 tou4 fong1 cing4	sc=Hani
eng	Diophantus	Proper noun	tr	Greek mathematician	fra	Diophante	m
eng	Diophantus	Proper noun	tr	Greek mathematician	ita	Diofanto
eng	Diophantus	Proper noun	tr	Greek mathematician	rus	Диофа́нт	m
eng	Dioscuri	Proper noun	tr	the twins	ell	Διόσκουροι	m-p
eng	Dioscuri	Proper noun	tr	the twins	fin	dioskuurit
eng	Diourbel	Proper noun	tr	city in Senegal	wol	Jurbel
eng	Diourbel	Proper noun	tr	city in Senegal	wol	Juurbel
eng	Dirae	Proper noun	tr	Roman goddesses of vengence	fin	raivottaret	p
eng	Dirichlet energy	Noun	tr	functional that maps a function to a real number representing its variability	ita	energia di Dirichlet	f
eng	Dirichlet energy	Noun	tr	functional that maps a function to a real number representing its variability	nld	Dirichlet-energie	f
eng	Dirichlet energy	Noun	tr	functional that maps a function to a real number representing its variability	spa	energía de Dirichlet	f
eng	Dirichlet series	Noun	tr	infinite series	ita	serie di Dirichlet	f
eng	Disbelievers	Proper noun	tr	109th sura of the Qur'an	ara	سورة الكافرون
eng	Disbelievers	Proper noun	tr	109th sura of the Qur'an	uig	كاپىرۇن
eng	Disciple	Noun	tr	one of the twelve disciples of Jesus	fin	opetuslapsi
eng	Disciple	Noun	tr	one of the twelve disciples of Jesus	isl	lærisveinn	m
eng	Disciple	Noun	tr	one of the twelve disciples of Jesus	jpn	弟子	tr=deshi
eng	Disciple	Noun	tr	one of the twelve disciples of Jesus	nld	apostel
eng	Disciple	Noun	tr	one of the twelve disciples of Jesus	slv	apostol	m
eng	Disciple	Noun	tr	one of the twelve disciples of Jesus	swe	lärjunge
eng	Discordianism	Proper noun	tr	parodic religion based on the worship of Eris	deu	Diskordianismus	m
eng	Discordianism	Proper noun	tr	parodic religion based on the worship of Eris	fin	diskordianismi
eng	Discordianism	Proper noun	tr	parodic religion based on the worship of Eris	fra	discordianisme	m
eng	Discordianism	Proper noun	tr	parodic religion based on the worship of Eris	hbs	diskordijanizam	m
eng	Discordianism	Proper noun	tr	parodic religion based on the worship of Eris	heb	דיסקורדיאניזם
eng	Discordianism	Proper noun	tr	parodic religion based on the worship of Eris	pol	dyskordianizm	m
eng	Discordianism	Proper noun	tr	parodic religion based on the worship of Eris	por	discordianismo	m
eng	Discordianism	Proper noun	tr	parodic religion based on the worship of Eris	rus	дискордианизм	m
eng	Discordianism	Proper noun	tr	parodic religion based on the worship of Eris	spa	discordianismo	m
eng	Disneyan	Adjective	tr	of or relating to Walt Disney or his company	ces	disneyoví
eng	Disneyan	Adjective	tr	of or relating to Walt Disney or his company	cmn	迪士尼的	tr=Díshìní de	sc=Hani
eng	Disneyan	Adjective	tr	of or relating to Walt Disney or his company	cmn	迪斯尼的	tr=Dísīní de	sc=Hani
eng	Disneyan	Adjective	tr	of or relating to Walt Disney or his company	ell	ντισνεϊκός
eng	Disneyan	Adjective	tr	of or relating to Walt Disney or his company	epo	dizneja
eng	Disneyan	Adjective	tr	of or relating to Walt Disney or his company	est	disnilane
eng	Disneyan	Adjective	tr	of or relating to Walt Disney or his company	fin	disneyläinen
eng	Disneyan	Adjective	tr	of or relating to Walt Disney or his company	fra	disneyen
eng	Disneyan	Adjective	tr	of or relating to Walt Disney or his company	hbs	dȉznijevskī
