	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Scalise	Proper noun	tr	Italian surname	ita	Scalise
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	nld	Scandinavisch
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	nno	skandinavisk
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	nob	skandinavisk
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	pol	skandynawski	m
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	por	escandinavo
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	ron	scandinav
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	rus	скандина́вский
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	spa	escandinavo
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	swa	-a Uskandinavi
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	swe	skandinavisk
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	tgl	Eskandinabo
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	tur	İskandinav
eng	Scandinavian	Adjective	tr	of or relating to Scandinavia	ukr	скандина́вський	m
eng	Scandinavian Defence	Noun	tr	chess opening	deu	Skandinavische Verteidigung	f
eng	Scandinavianism	Noun	tr	habit etc.	fin	skandinavismi
eng	Scandinavianism	Noun	tr	support	fin	skandinavismi
eng	Scandinavian mile	Noun	tr	Scandinavian unit of length	hun	svéd mérföld
eng	Scandinavian mile	Noun	tr	Scandinavian unit of length	swe	mil	c
eng	Scandinavian	Noun	tr	someone from Scandinavia	cat	escandinau	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	ces	Skandinávec	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	ces	Skandinávka	f
eng	Scandinavian	Noun	tr	someone from Scandinavia	dan	skandinav	c
eng	Scandinavian	Noun	tr	someone from Scandinavia	deu	Skandinavierin	f
eng	Scandinavian	Noun	tr	someone from Scandinavia	deu	Skandinavier	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	ell	Σκανδιναβός	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	epo	skandinavino
eng	Scandinavian	Noun	tr	someone from Scandinavia	epo	skandinavo
eng	Scandinavian	Noun	tr	someone from Scandinavia	est	skandinaavlane
eng	Scandinavian	Noun	tr	someone from Scandinavia	fao	skandinavi	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	fin	skandinaavi
eng	Scandinavian	Noun	tr	someone from Scandinavia	fra	Scandinave	m	f
eng	Scandinavian	Noun	tr	someone from Scandinavia	gla	Lochlannach	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	gle	Lochlannach	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	glg	escandinava	f
eng	Scandinavian	Noun	tr	someone from Scandinavia	glg	escandinavo	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	heb	סקנדינבי
eng	Scandinavian	Noun	tr	someone from Scandinavia	hun	skandináv
eng	Scandinavian	Noun	tr	someone from Scandinavia	ido	Skandinaviano
eng	Scandinavian	Noun	tr	someone from Scandinavia	ido	Skandinavo
eng	Scandinavian	Noun	tr	someone from Scandinavia	isl	Skandinavi	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	ita	scandinava	f
eng	Scandinavian	Noun	tr	someone from Scandinavia	ita	scandinavo	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	lav	skandināviete	f
eng	Scandinavian	Noun	tr	someone from Scandinavia	lav	skandināvs	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	nld	Scandinaaf	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	nld	Scandinaafse	f
eng	Scandinavian	Noun	tr	someone from Scandinavia	nld	Scandinaviër	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	nld	Scandinavische	f
eng	Scandinavian	Noun	tr	someone from Scandinavia	nno	skandinav	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	nob	skandinav	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	por	escandinava	f
eng	Scandinavian	Noun	tr	someone from Scandinavia	por	escandinavo	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	rus	скандина́в	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	rus	скандина́вка	f
eng	Scandinavian	Noun	tr	someone from Scandinavia	spa	escandinava	f
eng	Scandinavian	Noun	tr	someone from Scandinavia	spa	escandinavo	m
eng	Scandinavian	Noun	tr	someone from Scandinavia	swa	Mskandinavi
eng	Scandinavian	Noun	tr	someone from Scandinavia	swe	skandinav	c
eng	Scandinavian	Noun	tr	someone from Scandinavia	tur	İskandinav
eng	Scandinavian	Noun	tr	someone from Scandinavia	tur	İskandinavyalı
eng	Scandinavian Peninsula	Proper noun	tr		ara	إِسْكَنْدِينَافِيَا	f
eng	Scandinavian Peninsula	Proper noun	tr		bel	Скандына́вія	f	sc=Cyrl
eng	Scandinavian Peninsula	Proper noun	tr		bul	Скандина́вия	f	sc=Cyrl
eng	Scandinavian Peninsula	Proper noun	tr		cat	Escandinàvia	f
eng	Scandinavian Peninsula	Proper noun	tr		ces	Skandinávie	f
eng	Scandinavian Peninsula	Proper noun	tr		cmn	斯堪的納維亞	sc=Hani
eng	Scandinavian Peninsula	Proper noun	tr		cmn	斯堪的纳维亚	tr=Sīkāndìnàwéiyǎ	sc=Hani
eng	Scandinavian Peninsula	Proper noun	tr		cmn	斯堪的那維亞半島
eng	Scandinavian Peninsula	Proper noun	tr		cmn	斯堪的那维亚半岛	tr=Sīkāndìnàwéiyà Bàndǎo
eng	Scandinavian Peninsula	Proper noun	tr		cym	Llychlyn
eng	Scandinavian Peninsula	Proper noun	tr		dan	Skandinaviske Halvø	c
eng	Scandinavian Peninsula	Proper noun	tr		deu	Skandinavien	n
eng	Scandinavian Peninsula	Proper noun	tr		ell	Σκανδιναβία	f
eng	Scandinavian Peninsula	Proper noun	tr		epo	Skandinavio
eng	Scandinavian Peninsula	Proper noun	tr		est	Skandinaavia
eng	Scandinavian Peninsula	Proper noun	tr		fao	Skandinavia	f	n
eng	Scandinavian Peninsula	Proper noun	tr		fin	Skandinavia
eng	Scandinavian Peninsula	Proper noun	tr		fin	Skandinavian niemimaa
eng	Scandinavian Peninsula	Proper noun	tr		fra	péninsule Scandinave
eng	Scandinavian Peninsula	Proper noun	tr		fra	Scandinavie	f
eng	Scandinavian Peninsula	Proper noun	tr		gla	Lochlann	m	f
eng	Scandinavian Peninsula	Proper noun	tr		gle	Críoch Lochlann	f
eng	Scandinavian Peninsula	Proper noun	tr		glg	Escandinavia	f
eng	Scandinavian Peninsula	Proper noun	tr		hbs	Skandinavija	f
eng	Scandinavian Peninsula	Proper noun	tr		hbs	Скандинавија	f
eng	Scandinavian Peninsula	Proper noun	tr		hun	Skandináv-félsziget
eng	Scandinavian Peninsula	Proper noun	tr		hye	Սկանդինավիա
eng	Scandinavian Peninsula	Proper noun	tr		hye	Սկանդինավյան թերակղզի	sc=Armn
eng	Scandinavian Peninsula	Proper noun	tr		isl	Skandinavía
eng	Scandinavian Peninsula	Proper noun	tr		ita	Scandinavia	f
eng	Scandinavian Peninsula	Proper noun	tr		jpn	スカンディナヴィア	tr=Sukandinavia
eng	Scandinavian Peninsula	Proper noun	tr		kat	სკანდინავიის ნახევარკუნძული	sc=Geor
eng	Scandinavian Peninsula	Proper noun	tr		kor	^스칸디나비아
eng	Scandinavian Peninsula	Proper noun	tr		lat	Scandia
eng	Scandinavian Peninsula	Proper noun	tr		lat	Scandinavia
eng	Scandinavian Peninsula	Proper noun	tr		lav	Skandināvija	f
eng	Scandinavian Peninsula	Proper noun	tr		mkd	Скандина́вија	f	sc=Cyrl
eng	Scandinavian Peninsula	Proper noun	tr		mkd	Скандинавски Полуостров	m
eng	Scandinavian Peninsula	Proper noun	tr		nld	Scandinavië	n
eng	Scandinavian Peninsula	Proper noun	tr		nor	Skandinavia
eng	Scandinavian Peninsula	Proper noun	tr		pol	Skandynawia	f
eng	Scandinavian Peninsula	Proper noun	tr		por	Escandinávia	f
eng	Scandinavian Peninsula	Proper noun	tr		ron	Scandinavia	f
eng	Scandinavian Peninsula	Proper noun	tr		rus	Скандина́вия	f
eng	Scandinavian Peninsula	Proper noun	tr		rus	Скандина́вский полуо́стров	m
eng	Scandinavian Peninsula	Proper noun	tr		spa	Escandinavia	f
eng	Scandinavian Peninsula	Proper noun	tr		swe	Skandinaviska halvön
eng	Scandinavian Peninsula	Proper noun	tr		tur	İskandinavya
eng	Scandinavian Peninsula	Proper noun	tr		ukr	Скандина́вія	f	sc=Cyrl
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	ara	إِسْكَنْدِينَافِيَا	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	ast	Escandinavia	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	bre	Lec’hlenn
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	bre	Skandinavia
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	cat	Escandinàvia	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	ces	Skandinávie	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	cmn	斯堪的納維亞	sc=Hani
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	cmn	斯堪的纳维亚	tr=Sīkāndìnàwéiyà	sc=Hani
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	cor	Skandinavi
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	cym	Llychlyn	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	cym	Sgandinafia	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	dan	Skandinavien
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	deu	Skandinavien	n
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	ell	Σκανδιναβία	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	epo	Skandinavio
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	fao	Skandinavia	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	fas	اسکاندیناوی	tr=eskândinâvi
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	fin	Skandinavia
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	fra	Scandinavie	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	gla	Lochlann	m	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	gla	Scànnanàibhia
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	gle	Críoch Lochlann	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	glg	Escandinavia	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	glv	Loghlin	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	haw	Sekanedinawia
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	hil	Eskandinabya
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	hun	Skandinávia
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	hye	Սկանդինավիա	sc=Armn
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	ido	Skandinavia
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	isl	Skandinavía	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	ita	Scandinavia
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	jpn	スカンジナビア	tr=Sukanjinabia	sc=Jpan
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	jpn	スカンディナヴィア	tr=Sukandinavia	sc=Jpan
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	kat	სკანდინავია	sc=Geor
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	kor	^스칸디나비아
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	lat	Scandinavia	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	lav	Skandināvija	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	mkd	Скандинавија	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	nds-de	Skandinavien	n
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	nds-nl	Scandinavië
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	nld	Scandinavië	n
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	nor	Skandinavia
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	pol	Skandynawia
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	por	Escandinávia	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	rus	Скандина́вия	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	spa	Escandinavia	f
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	swe	Skandinavien
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	tur	İskandinavya
eng	Scandinavia	Proper noun	tr	Denmark, Norway, and Sweden	ukr	Скандина́вія	f	sc=Cyrl
eng	Scanian	Adjective	tr	of a Scanian, Scanian	dan	skånsk
eng	Scanian	Adjective	tr	of a Scanian, Scanian	fin	skoonelainen
eng	Scanian	Adjective	tr	of a Scanian, Scanian	nor	skånsk
eng	Scanian	Adjective	tr	of a Scanian, Scanian	swe	skånsk
eng	Scanian	Adjective	tr	of a Scanian, Scanian	vol	hi-Skaniänanik
eng	Scanian	Adjective	tr	of a Scanian, Scanian	vol	ji-Skaniänanik
eng	Scanian	Adjective	tr	of a Scanian, Scanian	vol	Skaniänanik
eng	Scanian	Adjective	tr	of Scania	dan	skånsk
eng	Scanian	Adjective	tr	of Scania	fin	skoonelainen
eng	Scanian	Adjective	tr	of Scania	fra	scanien	m
eng	Scanian	Adjective	tr	of Scania	nor	skånsk
eng	Scanian	Adjective	tr	of Scania	swe	skånsk
eng	Scanian	Adjective	tr	of Scania	vol	Skaniänik
eng	Scanian	Noun	tr	person	dan	skåning	c
eng	Scanian	Noun	tr	person	fin	skoonelainen
eng	Scanian	Noun	tr	person	nor	skåning	m
eng	Scanian	Noun	tr	person	swe	skåning
eng	Scanian	Noun	tr	person	vol	hi-Skaniänan
eng	Scanian	Noun	tr	person	vol	ji-Skaniänan
eng	Scanian	Noun	tr	person	vol	Skaniänan
eng	Scanian	Proper noun	tr	dialect	dan	skånsk
eng	Scanian	Proper noun	tr	dialect	fin	skoone
eng	Scanian	Proper noun	tr	dialect	fin	skoonen murre
eng	Scanian	Proper noun	tr	dialect	nor	skånsk	m
eng	Scanian	Proper noun	tr	dialect	swe	skånska
eng	Scanian	Proper noun	tr	dialect	vol	Skaniänadialeg
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	ang	Sċedeland	n
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	ang	Sċedenīġ	f
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	ang	Sconeġ
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	cat	Escània	f
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	dan	Skåne	n
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	deu	Schonen	n
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	epo	Skanio
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	fao	Skáni	m
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	fin	Skoone
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	fra	Scanie	f
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	isl	Skánn	m
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	ita	Scania	f
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	lit	Skonė
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	mkd	Сканија	f
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	nld	Skåne
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	nno	Skåne	n
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	nob	Skåne	n
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	non	Skáney	f
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	non	Skáni	m
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	pol	Skania	f
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	por	Escânia	f
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	por	Skane	f
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	por	Skåne	f
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	rus	Ско́не
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	spa	Escania	f
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	swe	Skåne	n
eng	Scania	Proper noun	tr	region of Sweden occupying the southernmost tip of the Scandinavian peninsula	vol	Skaniän
eng	Scaramucci	Proper noun	tr		ita	Scaramucci
eng	Scarborough	Proper noun	tr	district in Toronto	cmn	士嘉堡	tr=Shìjiābǎo	sc=Hani
eng	Scarborough	Proper noun	tr	district in Toronto	fra	Scarborough	m
eng	Scarborough	Proper noun	tr	district in Toronto	por	Scarborough
eng	Scarborough	Proper noun	tr	district in Toronto	yue	士嘉堡	tr=si6 gaa1 bou2	sc=Hani
eng	Scarlett	Proper noun	tr	female given name	bul	Ска́рлет	f
eng	Scarlett	Proper noun	tr	female given name	rus	Ска́рлетт	f
eng	Scarlett	Proper noun	tr	surname	bul	Ска́рлет	m	f
eng	Scarlett	Proper noun	tr	surname	rus	Ска́рлетт	m	f
eng	Schaerbeek	Proper noun	tr	city in Belgium	deu	Schaarbeek	n
eng	Schaerbeek	Proper noun	tr	city in Belgium	deu	Schaerbeek	n
eng	Schaerbeek	Proper noun	tr	city in Belgium	fra	Schaerbeek	m
eng	Schaerbeek	Proper noun	tr	city in Belgium	nld	Schaarbeek	n
eng	Schaerbeek	Proper noun	tr	city in Belgium	nld	Schaerbeek	n
eng	Schaerbeek	Proper noun	tr	city in Belgium	rus	Схарбе́к	m
eng	Schaerbeek	Proper noun	tr	city in Belgium	rus	Сха́рбек	m
eng	Schaffhausen	Proper noun	tr	canton	deu	Schaffhausen
eng	Schaffhausen	Proper noun	tr	canton	fra	Schaffhouse
eng	Schaffhausen	Proper noun	tr	canton	gsw	Schafuuse
eng	Schaffhausen	Proper noun	tr	canton	ita	Sciaffusa
eng	Schaffhausen	Proper noun	tr	canton	mar	शाफ्हाउसेन	n
eng	Schaffhausen	Proper noun	tr	city	deu	Schaffhausen
eng	Schaffhausen	Proper noun	tr	city	fra	Schaffhouse
eng	Schaffhausen	Proper noun	tr	city	gsw	Schafuuse
eng	Schaffhausen	Proper noun	tr	city	ita	Schaffhausen
eng	Schaffhausen	Proper noun	tr	city	mar	शाफ्हाउसेन	n
eng	Scheherazade	Proper noun	tr	female given name	ara	شَهْرَزَاد	f
eng	Scheherazade	Proper noun	tr	female given name	aze	Şəhrizadə
eng	Scheherazade	Proper noun	tr	female given name	bre	Chahrazad	f
eng	Scheherazade	Proper noun	tr	female given name	bul	Шахраза́да	f
eng	Scheherazade	Proper noun	tr	female given name	bul	Шехереза́да	f
eng	Scheherazade	Proper noun	tr	female given name	cat	Xahrazad	f
eng	Scheherazade	Proper noun	tr	female given name	cmn	舍赫拉查德	tr=Shèhèlāchádé
eng	Scheherazade	Proper noun	tr	female given name	cmn	謝赫拉莎德
eng	Scheherazade	Proper noun	tr	female given name	cmn	谢赫拉莎德	tr=Xièhèlāshādé
eng	Scheherazade	Proper noun	tr	female given name	deu	Scheherazade	f
eng	Scheherazade	Proper noun	tr	female given name	deu	Scheherezade	f
eng	Scheherazade	Proper noun	tr	female given name	ell	Σεχραζάντ	f
eng	Scheherazade	Proper noun	tr	female given name	epo	Ŝehrazad
eng	Scheherazade	Proper noun	tr	female given name	eus	Xerezade
eng	Scheherazade	Proper noun	tr	female given name	fas	شهرازاد	tr=šahrâzâd
eng	Scheherazade	Proper noun	tr	female given name	fas	شهرزاد	tr=šahrzâd
eng	Scheherazade	Proper noun	tr	female given name	fin	Šeherazade
eng	Scheherazade	Proper noun	tr	female given name	fra	Schéhérazade	f
eng	Scheherazade	Proper noun	tr	female given name	fra	Shéhérazade	f
eng	Scheherazade	Proper noun	tr	female given name	glg	Sherezade	f
eng	Scheherazade	Proper noun	tr	female given name	glg	Xerezade	f
eng	Scheherazade	Proper noun	tr	female given name	hbs	Šahrazȁda	f
eng	Scheherazade	Proper noun	tr	female given name	hbs	Šahzáda	f
eng	Scheherazade	Proper noun	tr	female given name	hbs	Šeherezáda	f
eng	Scheherazade	Proper noun	tr	female given name	hbs	Šeherzáda	f
eng	Scheherazade	Proper noun	tr	female given name	hbs	Шахза́да	f
eng	Scheherazade	Proper noun	tr	female given name	hbs	Шахраза̏да	f
eng	Scheherazade	Proper noun	tr	female given name	hbs	Шехереза́да	f
eng	Scheherazade	Proper noun	tr	female given name	hbs	Шехерза́да	f
eng	Scheherazade	Proper noun	tr	female given name	heb	שהראזאד	f
eng	Scheherazade	Proper noun	tr	female given name	heb	שחרזאדה	f
eng	Scheherazade	Proper noun	tr	female given name	hin	शहरज़ाद	f
eng	Scheherazade	Proper noun	tr	female given name	hun	Seherezádé
eng	Scheherazade	Proper noun	tr	female given name	hye	Շահրազադ
eng	Scheherazade	Proper noun	tr	female given name	ind	Scheherezade
eng	Scheherazade	Proper noun	tr	female given name	ind	Shahrazad
eng	Scheherazade	Proper noun	tr	female given name	ind	Sheherazade
eng	Scheherazade	Proper noun	tr	female given name	ita	Shahrazād	f
eng	Scheherazade	Proper noun	tr	female given name	ita	Sharazād	f
eng	Scheherazade	Proper noun	tr	female given name	ita	Sherazad	f
eng	Scheherazade	Proper noun	tr	female given name	jpn	シェヘラザード	tr=Sheherazādo
eng	Scheherazade	Proper noun	tr	female given name	kor	^셰에라자드
eng	Scheherazade	Proper noun	tr	female given name	kor	^세헤라자데
eng	Scheherazade	Proper noun	tr	female given name	lbe	Шагьру-зада
eng	Scheherazade	Proper noun	tr	female given name	msa	Scheherazad
eng	Scheherazade	Proper noun	tr	female given name	msa	Shahrazada
eng	Scheherazade	Proper noun	tr	female given name	nld	Scheherazade	f
eng	Scheherazade	Proper noun	tr	female given name	nld	Sheherazade	f
eng	Scheherazade	Proper noun	tr	female given name	nld	Sherazade	f
eng	Scheherazade	Proper noun	tr	female given name	nld	Sjeherazade	f
eng	Scheherazade	Proper noun	tr	female given name	nob	Sjeherasad	f
eng	Scheherazade	Proper noun	tr	female given name	pan	ਸ਼ਹਰਜ਼ਾਦ	f
eng	Scheherazade	Proper noun	tr	female given name	pan	ਸ਼ਹਿਰਜ਼ਾਦ
eng	Scheherazade	Proper noun	tr	female given name	pol	Szeherezada	f
eng	Scheherazade	Proper noun	tr	female given name	por	Sheherazade	f
eng	Scheherazade	Proper noun	tr	female given name	por	Sherazade	f
eng	Scheherazade	Proper noun	tr	female given name	por	Xerazade	f
eng	Scheherazade	Proper noun	tr	female given name	ron	Șeherezada	f
eng	Scheherazade	Proper noun	tr	female given name	rus	Шахереза́да	f
eng	Scheherazade	Proper noun	tr	female given name	rus	Шахраза́да	f
eng	Scheherazade	Proper noun	tr	female given name	rus	Шехераза́да	f
