	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Joab	Proper noun	tr	nephew of David	heb	יוֹאָב	sc=Hebr
eng	Joab	Proper noun	tr	nephew of David	rus	Иоа́в
eng	Joanna	Proper noun	tr	biblical follower of Jesus	por	Joana	f
eng	Joanna	Proper noun	tr	biblical follower of Jesus	rus	Иоа́нна	f
eng	Joanna	Proper noun	tr	biblical follower of Jesus	sme	Johánná
eng	Joanna	Proper noun	tr	biblical follower of Jesus	spa	Juana
eng	Joanna	Proper noun	tr	biblical follower of Jesus	swa	Yoana
eng	Joanna	Proper noun	tr	biblical follower of Jesus	swe	Johanna
eng	Joanna	Proper noun	tr	biblical follower of Jesus	syc	ܝܘܚܢ	f	tr=Yōḥan
eng	Joanna	Proper noun	tr	transliterations of the given name	ara	جُوَانَّا	f
eng	Joanna	Proper noun	tr	transliterations of the given name	cmn	喬安娜	tr=Qiáoānnà	lit=tall, peaceful, graceful	sc=Hani
eng	Joanna	Proper noun	tr	transliterations of the given name	ell	Τζοάννα	f
eng	Joanna	Proper noun	tr	transliterations of the given name	glg	Xoana	f
eng	Joanna	Proper noun	tr	transliterations of the given name	heb	ג׳ואנה	f	tr=joána	sc=Hebr
eng	Joanna	Proper noun	tr	transliterations of the given name	hye	Ջոաննա
eng	Joanna	Proper noun	tr	transliterations of the given name	rus	Джоа́нна	f
eng	Joanna	Proper noun	tr	transliterations of the given name	syc	ܓܘܐܢܐ	f	tr=Jōʾannā
eng	Joan of Arc	Proper noun	tr		abk	Жа́нна д’Арк
eng	Joan of Arc	Proper noun	tr		afr	Johanna van Arkel
eng	Joan of Arc	Proper noun	tr		amh	ዣን ዳርክ	f
eng	Joan of Arc	Proper noun	tr		arg	Chuana d'Arco	f
eng	Joan of Arc	Proper noun	tr		ast	Xuana d'Arcu	f
eng	Joan of Arc	Proper noun	tr		aze	Janna d'Ark
eng	Joan of Arc	Proper noun	tr		bak	Жанна д’Арк
eng	Joan of Arc	Proper noun	tr		bel	Жанна д’Арк	f
eng	Joan of Arc	Proper noun	tr		ben	জোন অব আর্ক
eng	Joan of Arc	Proper noun	tr		bre	Janed Ark	f
eng	Joan of Arc	Proper noun	tr		bua	Жанна д’Арк
eng	Joan of Arc	Proper noun	tr		bul	Жана д'Арк	f
eng	Joan of Arc	Proper noun	tr		cat	Joana d'Arc	f
eng	Joan of Arc	Proper noun	tr		ces	Jana z Arku	f
eng	Joan of Arc	Proper noun	tr		ces	Johanka z Arku	f
eng	Joan of Arc	Proper noun	tr		che	Жанна д’Арк
eng	Joan of Arc	Proper noun	tr		chv	Жанна д’Арк
eng	Joan of Arc	Proper noun	tr		cmn	聖女貞德	tr=Shèngnǚ Zhēndé
eng	Joan of Arc	Proper noun	tr		egl	Śvana 'd Arc	f
eng	Joan of Arc	Proper noun	tr		ell	Ζαν ντ'Αρκ	f
eng	Joan of Arc	Proper noun	tr		ell	Ιωάννα της Λωρραίνης	f
eng	Joan of Arc	Proper noun	tr		epo	Johana de Arko
eng	Joan of Arc	Proper noun	tr		eus	Joana Arc-ekoa
eng	Joan of Arc	Proper noun	tr		fra	Jeanne d'Arc	f
eng	Joan of Arc	Proper noun	tr		frp	Jiana d'Ârc	f
eng	Joan of Arc	Proper noun	tr		glg	Xoana de Arco	f
eng	Joan of Arc	Proper noun	tr		hbs	Jovanka Orleanka	f
eng	Joan of Arc	Proper noun	tr		hbs	Јованка Орлеанка	f
eng	Joan of Arc	Proper noun	tr		hin	जोन ऑफ़ आर्क
eng	Joan of Arc	Proper noun	tr		hye	Ժաննա դ'Արկ
eng	Joan of Arc	Proper noun	tr		hye	Ժանն տ'Արք
eng	Joan of Arc	Proper noun	tr		ilo	Juana ti Arko
eng	Joan of Arc	Proper noun	tr		isl	Jóhanna af Örk	f
eng	Joan of Arc	Proper noun	tr		ita	Giovanna d'Arco	f
eng	Joan of Arc	Proper noun	tr		jpn	ジャンヌ・ダルク	tr=Jannu Daruku
eng	Joan of Arc	Proper noun	tr		kan	ಜೋನ್ ಆಫ್ ಆರ್ಕ್
eng	Joan of Arc	Proper noun	tr		kat	ჟანა დ’არკი
eng	Joan of Arc	Proper noun	tr		kaz	Жанна д’Арк
eng	Joan of Arc	Proper noun	tr		kir	Жанна д'Арк
eng	Joan of Arc	Proper noun	tr		kor	잔 다르크
eng	Joan of Arc	Proper noun	tr		krc	Жанна д’Арк
eng	Joan of Arc	Proper noun	tr		lav	Žanna d'Arka	f
eng	Joan of Arc	Proper noun	tr		lij	Zana d'Ærco	f
eng	Joan of Arc	Proper noun	tr		lit	Žana d'Ark	f
eng	Joan of Arc	Proper noun	tr		lmo	Gioanna d'Arch	f
eng	Joan of Arc	Proper noun	tr		mal	ജോൻ ഓഫ് ആർക്ക്
eng	Joan of Arc	Proper noun	tr		mar	जोन ऑफ आर्क
eng	Joan of Arc	Proper noun	tr		mkd	Јованка Орлеанка	f
eng	Joan of Arc	Proper noun	tr		mon	Жанна д’Арк
eng	Joan of Arc	Proper noun	tr		mrj	Жанна д’Арк
eng	Joan of Arc	Proper noun	tr		mwl	Joana d'Arc	f
eng	Joan of Arc	Proper noun	tr		mya	ဂျုန်းအော့အတ်
eng	Joan of Arc	Proper noun	tr		nep	जोन अफ अर्क
eng	Joan of Arc	Proper noun	tr		oci	Joana d'Arc	f
eng	Joan of Arc	Proper noun	tr		ori	ଜୋଆନ ଅଫ ଆର୍କ
eng	Joan of Arc	Proper noun	tr		pan	ਜੌਨ ਆਫ਼ ਆਰਕ
eng	Joan of Arc	Proper noun	tr		pms	Gioana d'Arch	f
eng	Joan of Arc	Proper noun	tr		pol	Joanna d’Arc	f
eng	Joan of Arc	Proper noun	tr		ron	Ioana d'Arc	f
eng	Joan of Arc	Proper noun	tr		rue	Яна з Арку	f
eng	Joan of Arc	Proper noun	tr		rus	Жа́нна д’Арк	f
eng	Joan of Arc	Proper noun	tr		sah	Жанна д’Арк
eng	Joan of Arc	Proper noun	tr		sat	ᱡᱚᱣᱟᱱ ᱚᱵᱽ ᱟᱨᱠ
eng	Joan of Arc	Proper noun	tr		scn	Giuvanna d'Arcu	f
eng	Joan of Arc	Proper noun	tr		sco	Joan o Arc
eng	Joan of Arc	Proper noun	tr		sgs	Žana d'Ark	f
eng	Joan of Arc	Proper noun	tr		sin	ජෝන් ඔෆ් ආර්ක්
eng	Joan of Arc	Proper noun	tr		slk	Jana z Arku	f
eng	Joan of Arc	Proper noun	tr		slk	Johanka z Arku	f
eng	Joan of Arc	Proper noun	tr		slv	Ivana Orleanska	f
eng	Joan of Arc	Proper noun	tr		spa	Juana de Arco	f
eng	Joan of Arc	Proper noun	tr		sqi	Zhan d'Ark	f
eng	Joan of Arc	Proper noun	tr		srd	Giuanna de Arcu	f
eng	Joan of Arc	Proper noun	tr		tam	ஜோன் ஆஃப் ஆர்க்
eng	Joan of Arc	Proper noun	tr		tat	Жанна д’Арк
eng	Joan of Arc	Proper noun	tr		tel	జోన్ ఆఫ్ ఆర్క్
eng	Joan of Arc	Proper noun	tr		tgl	Juana ng Arko
eng	Joan of Arc	Proper noun	tr		tha	ฌาน ดาร์ก	tr=chaan · dàak
eng	Joan of Arc	Proper noun	tr		ukr	Жа́нна д'Арк	f
eng	Joan of Arc	Proper noun	tr		uzb	Janna dʼArk
eng	Joan of Arc	Proper noun	tr		uzb	Жанна д’Арк
eng	Joan of Arc	Proper noun	tr		vep	Žanna d'Ark
eng	Joan of Arc	Proper noun	tr		war	Juana han Arko
eng	Joan of Arc	Proper noun	tr		xmf	ჟანა დ'არკი
eng	Joan of Arc	Proper noun	tr		yid	זשאַן ד'אַרק	f
eng	Joan of Arc	Proper noun	tr		yue	聖女貞德	tr=sing3 neoi5-2 zing1 dak1
eng	jobation	Noun	tr	An extensive rebuke or telling-off	bul	конско евангелие	n
eng	jobbery	Noun	tr	The act or conduct of public or official business for the sake of private gain	fra	corruption	f
eng	jobbery	Noun	tr	The act or conduct of public or official business for the sake of private gain	fra	favoritisme	m
eng	jobbery	Noun	tr	The act or conduct of public or official business for the sake of private gain	kat	კორუფცია
eng	jobbery	Noun	tr	The act or conduct of public or official business for the sake of private gain	nld	omkoperij
eng	jobbery	Noun	tr	The act or conduct of public or official business for the sake of private gain	nld	vriendjespolitiek
eng	jobbie	Noun	tr	a piece of excrement	ces	hovínko	n
eng	jobbing	Noun	tr	work carried out by the job	bul	случайна работа	f
eng	jobbing	Noun	tr	work carried out by the job	gle	jabaireacht	f
eng	job center	Noun	tr	agency	bul	бюро по труда	n
eng	job center	Noun	tr	agency	cmn	职业介绍所	tr=zhíyè jièshàosuǒ	sc=Hani
eng	job center	Noun	tr	agency	cmn	職業介紹所	sc=Hani
eng	job center	Noun	tr	agency	deu	Arbeitsamt	n
eng	job center	Noun	tr	agency	deu	Arbeitsmarktservice	m
eng	job center	Noun	tr	agency	deu	Jobcenter	n
eng	job center	Noun	tr	agency	fin	työvoimatoimisto
eng	job center	Noun	tr	agency	gle	jabionad	m
eng	job center	Noun	tr	agency	pol	pośredniak	m
eng	job center	Noun	tr	agency	pol	urząd pracy	m
eng	job center	Noun	tr	agency	slv	zavod za zaposlovanje	m
eng	job center	Noun	tr	agency	spa	oficina de empleo	f
eng	job center	Noun	tr	agency	swe	arbetsförmedling	c
eng	job center	Noun	tr	agency	tur	iş ve işçi bulma kurumu
eng	Jobcentre	Noun	tr	agency	dan	jobcenter	n
eng	Jobcentre	Noun	tr	agency	deu	Jobcenter	n
eng	Jobcentre	Noun	tr	agency	gla	ionad-obrach	m
eng	Jobcentre	Noun	tr	agency	nld	arbeidsbureau
eng	Jobcentre	Noun	tr	agency	spa	Oficina de empleo	f
eng	Jobcentre	Noun	tr	agency	swe	Arbetsförmedlingen	c
eng	job description	Noun	tr		cmn	工作說明
eng	job description	Noun	tr		cmn	工作说明	tr=gōngzuò shuōmíng
eng	job description	Noun	tr		cmn	职位描述	tr=zhíwèi miáoshù
eng	job description	Noun	tr		cmn	職位描述
eng	job description	Noun	tr		dan	stillingsbeskrivelse
eng	job description	Noun	tr		deu	Stellenbeschreibung	f
eng	job description	Noun	tr		fin	toimenkuva
eng	job description	Noun	tr		fin	toimenkuvaus
eng	job description	Noun	tr		fin	työnkuva
eng	job description	Noun	tr		fin	työnkuvaus
eng	job description	Noun	tr		ita	descrizione di posizione
eng	job description	Noun	tr		kal	atorfiup imarisai
eng	job description	Noun	tr		pol	zakres obowiązków	m
eng	job description	Noun	tr		rus	должностна́я инстру́кция	f
eng	job description	Noun	tr		rus	служе́бные обя́занности	f-p
eng	job fair	Noun	tr	event	cmn	人才市场	tr=réncái shìchǎng	sc=Hani
eng	job fair	Noun	tr	event	cmn	人才市場	sc=Hani
eng	job fair	Noun	tr	event	cmn	招聘会	tr=zhāopìnhuì
eng	job fair	Noun	tr	event	cmn	招聘會
eng	job fair	Noun	tr	event	fin	rekrytointimessut	p
eng	job fair	Noun	tr	event	fra	salon de l'emploi	m
eng	job fair	Noun	tr	event	rus	я́рмарка вака́нсий	f
eng	job fair	Noun	tr	event	spa	feria del empleo	f
eng	job-hopping	Noun	tr	suddenly or frequently changing jobs	cmn	跳槽	tr=tiàocáo	sc=Hani
eng	job-hopping	Noun	tr	suddenly or frequently changing jobs	fin	työpaikkashoppailu
eng	job-hopping	Noun	tr	suddenly or frequently changing jobs	fra	instabilité professionnelle	f
eng	job interview	Noun	tr	interview attended by a job applicant	cmn	求职面试	tr=qiúzhí miànshì
eng	job interview	Noun	tr	interview attended by a job applicant	cmn	求職面試
eng	job interview	Noun	tr	interview attended by a job applicant	dan	jobinterview	n
eng	job interview	Noun	tr	interview attended by a job applicant	deu	Bewerbungsgespräch	n
eng	job interview	Noun	tr	interview attended by a job applicant	deu	Vorstellungsgespräch	n
eng	job interview	Noun	tr	interview attended by a job applicant	fin	työhaastattelu
eng	job interview	Noun	tr	interview attended by a job applicant	fra	entretien d'embauche	m
eng	job interview	Noun	tr	interview attended by a job applicant	hun	állásinterjú
eng	job interview	Noun	tr	interview attended by a job applicant	nld	sollicitatiegesprek	n
eng	job interview	Noun	tr	interview attended by a job applicant	nno	jobbintervju	n
eng	job interview	Noun	tr	interview attended by a job applicant	nob	jobbintervju	n
eng	job interview	Noun	tr	interview attended by a job applicant	por	entrevista de emprego	f
eng	job interview	Noun	tr	interview attended by a job applicant	rus	собесе́дование
eng	job interview	Noun	tr	interview attended by a job applicant	spa	entrevista de trabajo
eng	job interview	Noun	tr	interview attended by a job applicant	spa	entrevista laboral
eng	job interview	Noun	tr	interview attended by a job applicant	swe	anställningsintervju	c
eng	job interview	Noun	tr	interview attended by a job applicant	swe	arbetsintervju	c
eng	job interview	Noun	tr	interview attended by a job applicant	swe	jobbintervju	c
eng	job interview	Noun	tr	interview attended by a job applicant	ukr	співбесі́да (на робо́ту)	f
eng	joblessness	Noun	tr	unemployment	fin	työttömyys
eng	joblessness	Noun	tr	unemployment	ita	disoccupazione	f
eng	joblessness	Noun	tr	unemployment	kat	უმუშევრობა	sc=Geor
eng	job	Noun	tr	computing: task(s) carried out in batch mode	bul	зада́ча	f
eng	job	Noun	tr	computing: task(s) carried out in batch mode	deu	Job	m
eng	job	Noun	tr	computing: task(s) carried out in batch mode	ell	εργασία	f
eng	job	Noun	tr	computing: task(s) carried out in batch mode	fin	erä
eng	job	Noun	tr	computing: task(s) carried out in batch mode	fra	tâche	f
eng	job	Noun	tr	computing: task(s) carried out in batch mode	por	job	m
eng	job	Noun	tr	computing: task(s) carried out in batch mode	rus	зада́ча	f
eng	job	Noun	tr	economic role for which a person is paid	acw	شُغُل	m	tr=šuḡul
eng	job	Noun	tr	economic role for which a person is paid	acw	وظيفة	f	tr=waẓīfa
eng	job	Noun	tr	economic role for which a person is paid	ara	شُغْل	m
eng	job	Noun	tr	economic role for which a person is paid	ara	عَمَل	m
eng	job	Noun	tr	economic role for which a person is paid	ara	مِهْنَة	f
eng	job	Noun	tr	economic role for which a person is paid	ara	مِهْنَة	f
eng	job	Noun	tr	economic role for which a person is paid	ara	وَظِيفَة	f
eng	job	Noun	tr	economic role for which a person is paid	arz	شغل	m	tr=šuḡl
eng	job	Noun	tr	economic role for which a person is paid	arz	شغلانة	f	tr=šuḡlana
eng	job	Noun	tr	economic role for which a person is paid	arz	مهنة	f	tr=mehna
eng	job	Noun	tr	economic role for which a person is paid	arz	وظيفة	f	tr=waẓīfa
eng	job	Noun	tr	economic role for which a person is paid	aze	iş
eng	job	Noun	tr	economic role for which a person is paid	aze	vəzifə
eng	job	Noun	tr	economic role for which a person is paid	bak	эш
eng	job	Noun	tr	economic role for which a person is paid	bel	пра́ца	f
eng	job	Noun	tr	economic role for which a person is paid	bel	рабо́та	f
eng	job	Noun	tr	economic role for which a person is paid	ben	কাজ
eng	job	Noun	tr	economic role for which a person is paid	bul	заная́т	m
eng	job	Noun	tr	economic role for which a person is paid	bul	ра́бота	f
eng	job	Noun	tr	economic role for which a person is paid	cat	feina	f
eng	job	Noun	tr	economic role for which a person is paid	cat	treball	m
eng	job	Noun	tr	economic role for which a person is paid	ces	práce	f
eng	job	Noun	tr	economic role for which a person is paid	cmn	岗位
eng	job	Noun	tr	economic role for which a person is paid	cmn	崗位
eng	job	Noun	tr	economic role for which a person is paid	cmn	工作	tr=gōngzuò
eng	job	Noun	tr	economic role for which a person is paid	cmn	职业	tr=zhíyè
eng	job	Noun	tr	economic role for which a person is paid	cmn	职务	tr=zhíwù
eng	job	Noun	tr	economic role for which a person is paid	cmn	職務
eng	job	Noun	tr	economic role for which a person is paid	cmn	職業
eng	job	Noun	tr	economic role for which a person is paid	cym	swydd	f
eng	job	Noun	tr	economic role for which a person is paid	dan	arbejde	n
eng	job	Noun	tr	economic role for which a person is paid	dan	job	n
eng	job	Noun	tr	economic role for which a person is paid	deu	Anstellung	f
eng	job	Noun	tr	economic role for which a person is paid	deu	Arbeit	f
eng	job	Noun	tr	economic role for which a person is paid	deu	Beruf	m
eng	job	Noun	tr	economic role for which a person is paid	deu	Job	m
eng	job	Noun	tr	economic role for which a person is paid	deu	Stelle	f
eng	job	Noun	tr	economic role for which a person is paid	dng	гунзуә
eng	job	Noun	tr	economic role for which a person is paid	dng	хуә
eng	job	Noun	tr	economic role for which a person is paid	dtp	pakalajaan
eng	job	Noun	tr	economic role for which a person is paid	ell	δουλειά	f
eng	job	Noun	tr	economic role for which a person is paid	ell	εργασία	f
eng	job	Noun	tr	economic role for which a person is paid	epo	metio
eng	job	Noun	tr	economic role for which a person is paid	est	töö
eng	job	Noun	tr	economic role for which a person is paid	fas	شغل	tr=šoğl
eng	job	Noun	tr	economic role for which a person is paid	fas	کار	tr=kâr
eng	job	Noun	tr	economic role for which a person is paid	fin	työ
eng	job	Noun	tr	economic role for which a person is paid	fra	boulot	m
eng	job	Noun	tr	economic role for which a person is paid	fra	emploi	m
eng	job	Noun	tr	economic role for which a person is paid	fra	job	m
eng	job	Noun	tr	economic role for which a person is paid	fra	métier	m
eng	job	Noun	tr	economic role for which a person is paid	fra	poste	m
eng	job	Noun	tr	economic role for which a person is paid	fra	travail	m
eng	job	Noun	tr	economic role for which a person is paid	gla	car	m
eng	job	Noun	tr	economic role for which a person is paid	gla	cosnadh	m
eng	job	Noun	tr	economic role for which a person is paid	gla	dreuchd	f
eng	job	Noun	tr	economic role for which a person is paid	gla	obair	f
eng	job	Noun	tr	economic role for which a person is paid	gle	jab	m
eng	job	Noun	tr	economic role for which a person is paid	gle	obair	f
eng	job	Noun	tr	economic role for which a person is paid	gle	post	m
eng	job	Noun	tr	economic role for which a person is paid	gmw-cfr	Berof
eng	job	Noun	tr	economic role for which a person is paid	gsw	Prueff	m
eng	job	Noun	tr	economic role for which a person is paid	hbs	posao	m
eng	job	Noun	tr	economic role for which a person is paid	hbs	rad	m
eng	job	Noun	tr	economic role for which a person is paid	hbs	посао	m	sc=Cyrl
eng	job	Noun	tr	economic role for which a person is paid	hbs	рад	m
eng	job	Noun	tr	economic role for which a person is paid	heb	מִשְׂרָה	f	tr=misrá
eng	job	Noun	tr	economic role for which a person is paid	heb	עֲבוֹדָה	tr='avodá
eng	job	Noun	tr	economic role for which a person is paid	hin	काम	m
eng	job	Noun	tr	economic role for which a person is paid	hin	कार	m
eng	job	Noun	tr	economic role for which a person is paid	hin	नौकरी	f
eng	job	Noun	tr	economic role for which a person is paid	hun	állás
eng	job	Noun	tr	economic role for which a person is paid	hun	beosztás
eng	job	Noun	tr	economic role for which a person is paid	hun	munka
eng	job	Noun	tr	economic role for which a person is paid	hye	աշխատանք
eng	job	Noun	tr	economic role for which a person is paid	hye	գործ
eng	job	Noun	tr	economic role for which a person is paid	hye	պաշտոն
eng	job	Noun	tr	economic role for which a person is paid	ind	pekerjaan
eng	job	Noun	tr	economic role for which a person is paid	isl	starf	n
eng	job	Noun	tr	economic role for which a person is paid	isl	vinna	f
eng	job	Noun	tr	economic role for which a person is paid	ita	lavoro	m
eng	job	Noun	tr	economic role for which a person is paid	ita	mestiere	m
eng	job	Noun	tr	economic role for which a person is paid	jpn	ジョブ	tr=jobu
eng	job	Noun	tr	economic role for which a person is paid	jpn	バイト	tr=baito
eng	job	Noun	tr	economic role for which a person is paid	jpn	仕事	tr=しごと, shigoto
eng	job	Noun	tr	economic role for which a person is paid	kat	სამუშაო
eng	job	Noun	tr	economic role for which a person is paid	kat	საქმე
eng	job	Noun	tr	economic role for which a person is paid	kaz	жұмыс
eng	job	Noun	tr	economic role for which a person is paid	kaz	іс
eng	job	Noun	tr	economic role for which a person is paid	khm	ការងារ
eng	job	Noun	tr	economic role for which a person is paid	kir	жумуш
eng	job	Noun	tr	economic role for which a person is paid	kir	иш
eng	job	Noun	tr	economic role for which a person is paid	kmr	kar	m
eng	job	Noun	tr	economic role for which a person is paid	kor	일
eng	job	Noun	tr	economic role for which a person is paid	kor	직업
eng	job	Noun	tr	economic role for which a person is paid	kor	알바
eng	job	Noun	tr	economic role for which a person is paid	kor	일자리
eng	job	Noun	tr	economic role for which a person is paid	kor	아르바이트
eng	job	Noun	tr	economic role for which a person is paid	lao	ງານ
eng	job	Noun	tr	economic role for which a person is paid	lao	ນັກງານ
eng	job	Noun	tr	economic role for which a person is paid	lat	negōtium	n
eng	job	Noun	tr	economic role for which a person is paid	lav	darbs	m
eng	job	Noun	tr	economic role for which a person is paid	lit	darbas	m
eng	job	Noun	tr	economic role for which a person is paid	mkd	ра́бота	f	sc=Cyrl
eng	job	Noun	tr	economic role for which a person is paid	mon	ажил	sc=Cyrl
eng	job	Noun	tr	economic role for which a person is paid	msa	pekerjaan
eng	job	Noun	tr	economic role for which a person is paid	mww	tej num
eng	job	Noun	tr	economic role for which a person is paid	mya	အလုပ်
eng	job	Noun	tr	economic role for which a person is paid	nan	头路	tr=thau5-loo7	sc=Hani
eng	job	Noun	tr	economic role for which a person is paid	nld	baan	m	f
eng	job	Noun	tr	economic role for which a person is paid	nld	beroep	n
eng	job	Noun	tr	economic role for which a person is paid	nld	job	f
eng	job	Noun	tr	economic role for which a person is paid	nld	werk	n
eng	job	Noun	tr	economic role for which a person is paid	nor	arbeid	n
eng	job	Noun	tr	economic role for which a person is paid	nor	jobb	n
eng	job	Noun	tr	economic role for which a person is paid	nya	ntchito
eng	job	Noun	tr	economic role for which a person is paid	orm	hojii
eng	job	Noun	tr	economic role for which a person is paid	pdt	Oabeit	f
eng	job	Noun	tr	economic role for which a person is paid	pol	praca	f
eng	job	Noun	tr	economic role for which a person is paid	por	emprego	m
eng	job	Noun	tr	economic role for which a person is paid	por	trabalho	m
eng	job	Noun	tr	economic role for which a person is paid	pus	دنده	f	tr=dánda
eng	job	Noun	tr	economic role for which a person is paid	pus	شغل	m	tr=šᶕǧwәl
eng	job	Noun	tr	economic role for which a person is paid	pus	کار	m	tr=kār
eng	job	Noun	tr	economic role for which a person is paid	rus	до́лжность	f
eng	job	Noun	tr	economic role for which a person is paid	rus	заня́тие	n
eng	job	Noun	tr	economic role for which a person is paid	rus	рабо́та	f
eng	job	Noun	tr	economic role for which a person is paid	slk	práca	f
eng	job	Noun	tr	economic role for which a person is paid	slv	delo	n
eng	job	Noun	tr	economic role for which a person is paid	spa	brete	m
eng	job	Noun	tr	economic role for which a person is paid	spa	camello	m
eng	job	Noun	tr	economic role for which a person is paid	spa	chamba	f
eng	job	Noun	tr	economic role for which a person is paid	spa	curro	m
eng	job	Noun	tr	economic role for which a person is paid	spa	empleo	m
eng	job	Noun	tr	economic role for which a person is paid	spa	laburo	m
eng	job	Noun	tr	economic role for which a person is paid	spa	pega	f
eng	job	Noun	tr	economic role for which a person is paid	spa	talacha	f
eng	job	Noun	tr	economic role for which a person is paid	spa	trabajo	m
eng	job	Noun	tr	economic role for which a person is paid	sqi	punë	f
eng	job	Noun	tr	economic role for which a person is paid	swe	anställning
eng	job	Noun	tr	economic role for which a person is paid	swe	arbete
eng	job	Noun	tr	economic role for which a person is paid	swe	jobb
eng	job	Noun	tr	economic role for which a person is paid	swe	tjänst
eng	job	Noun	tr	economic role for which a person is paid	tat	эш
eng	job	Noun	tr	economic role for which a person is paid	tel	ఉద్యోగము
eng	job	Noun	tr	economic role for which a person is paid	tgk	кор
eng	job	Noun	tr	economic role for which a person is paid	tgk	шуғл
eng	job	Noun	tr	economic role for which a person is paid	tgl	hanapbuhay
